Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
White,10442,0.8358,0.7815,0.2468,0.2547,0.3380,0.1049,0.6620,0.8951
Black,1186,0.9106,0.7785,0.1062,0.1214,0.4306,0.0422,0.5694,0.9578
Amer-Indian-Eskimo,126,0.9127,0.7719,0.1270,0.0873,0.2727,0.0696,0.7273,0.9304
Asian-Pac-Islander,369,0.8184,0.7680,0.2737,0.2602,0.3229,0.1319,0.6771,0.8681
Other,88,0.9091,0.7922,0.1250,0.1250,0.3636,0.0519,0.6364,0.9481
