Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Female,4057,0.9228,0.7920,0.0951,0.1117,0.4194,0.0341,0.5806,0.9659
Male,8154,0.8045,0.7679,0.2999,0.3028,0.3277,0.1381,0.6723,0.8619
