Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Own-child,1904,0.9905,0.7931,0.0105,0.0126,0.4583,0.0037,0.5417,0.9963
Husband,4916,0.7101,0.7084,0.4695,0.4530,0.3018,0.2800,0.6982,0.7200
Not-in-family,3148,0.9288,0.7512,0.0565,0.0985,0.5742,0.0162,0.4258,0.9838
Unmarried,1311,0.9474,0.7011,0.0275,0.0648,0.6941,0.0082,0.3059,0.9918
Wife,580,0.7293,0.7278,0.4741,0.4517,0.2748,0.2673,0.7252,0.7327
Other-relative,352,0.9602,0.7396,0.0398,0.0398,0.5000,0.0207,0.5000,0.9793
