Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Early Adulthood,4689,0.8347,0.7650,0.2224,0.2329,0.3773,0.1009,0.6227,0.8991
Elderly,890,0.8360,0.7762,0.2393,0.2438,0.3456,0.1055,0.6544,0.8945
Midlife,4182,0.7728,0.7576,0.3737,0.3757,0.3049,0.1804,0.6951,0.8196
Youth,2450,0.9853,0.6630,0.0049,0.0171,0.7857,0.0012,0.2143,0.9988
