Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Early Adulthood,4689,0.8334,0.7499,0.1892,0.2329,0.4515,0.0801,0.5485,0.9199
Elderly,890,0.8483,0.7788,0.1955,0.2438,0.4101,0.0684,0.5899,0.9316
Midlife,4182,0.7834,0.7624,0.3274,0.3757,0.3526,0.1348,0.6474,0.8652
Youth,2450,0.9841,0.6960,0.0094,0.0171,0.6905,0.0042,0.3095,0.9958
