Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Own-child,1904,0.9905,0.7476,0.0063,0.0126,0.6250,0.0016,0.3750,0.9984
Husband,4916,0.7217,0.7162,0.4074,0.4530,0.3574,0.2127,0.6426,0.7873
Not-in-family,3148,0.9263,0.7353,0.0521,0.0985,0.6097,0.0152,0.3903,0.9848
Unmarried,1311,0.9497,0.7072,0.0252,0.0648,0.6941,0.0057,0.3059,0.9943
Wife,580,0.7138,0.7082,0.4103,0.4517,0.3626,0.2233,0.6374,0.7767
Other-relative,352,0.9688,0.6685,0.0085,0.0398,0.7857,0.0000,0.2143,1.0000
