Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
White,10442,0.8391,0.7765,0.2161,0.2547,0.3917,0.0820,0.6083,0.9180
Black,1186,0.9182,0.7760,0.0818,0.1214,0.5000,0.0240,0.5000,0.9760
Amer-Indian-Eskimo,126,0.8968,0.7114,0.1111,0.0873,0.4545,0.0696,0.5455,0.9304
Asian-Pac-Islander,369,0.8266,0.7594,0.2114,0.2602,0.4271,0.0842,0.5729,0.9158
Other,88,0.9205,0.7935,0.0909,0.1250,0.4545,0.0260,0.5455,0.9740
