Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Early Adulthood,4689,0.8454,0.7641,0.1802,0.2329,0.4451,0.0664,0.5549,0.9336
Elderly,890,0.8539,0.7842,0.1876,0.2438,0.4147,0.0594,0.5853,0.9406
Midlife,4182,0.7896,0.7698,0.3312,0.3757,0.3393,0.1329,0.6607,0.8671
Youth,2450,0.9857,0.6662,0.0045,0.0171,0.7857,0.0008,0.2143,0.9992
