Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Own-child,1904,0.9916,0.7626,0.0053,0.0126,0.6250,0.0005,0.3750,0.9995
Husband,4916,0.7325,0.7266,0.3999,0.4530,0.3538,0.1960,0.6462,0.8040
Not-in-family,3148,0.9320,0.7450,0.0451,0.0985,0.6161,0.0081,0.3839,0.9919
Unmarried,1311,0.9504,0.7044,0.0229,0.0648,0.7059,0.0041,0.2941,0.9959
Wife,580,0.7431,0.7402,0.4431,0.4517,0.2939,0.2264,0.7061,0.7736
Other-relative,352,0.9688,0.6685,0.0085,0.0398,0.7857,0.0000,0.2143,1.0000
